KBBASE_SIZE,FACT_PROB,NEG_PROB,DRULE_PROB,MAX_RULESPERHEAD,MAX_BODYSIZE,MIN_ARGSLEVEL,LEVELS,RAMIFICATION,TREE_HEIGHT,args,rules,base,mddl,t,b,h,times
10,0.5,0.5,0.5,1,2,2,2,1,1,4.72,5.46,12.14,2.04,1.59,0.84,0.85,0.04
10,0.5,0.5,0.5,1,2,2,2,1,2,6.12,6.84,13.61,2.53,2.51,0.84,1.21,0.04
10,0.5,0.5,0.5,1,2,2,2,1,3,7.22,8.38,15.08,2.83,4.19,0.81,1.63,0.05
