KBBASE_SIZE,FACT_PROB,NEG_PROB,DRULE_PROB,MAX_RULESPERHEAD,MAX_BODYSIZE,MIN_ARGSLEVEL,LEVELS,RAMIFICATION,TREE_HEIGHT,args,rules,base,mddl,t,b,h,times
10,0.5,0.5,0.5,1,2,2,2,1,1,4.5,5.31,12.12,1.95,1.49,0.77,0.78,0.04
10,0.6,0.5,0.5,1,2,2,2,1,1,4.67,5.38,12.24,2.07,1.67,0.85,0.85,0.04
10,0.7,0.5,0.5,1,2,2,2,1,1,4.56,5.39,12.34,2.18,1.52,0.87,0.87,0.04
10,0.8,0.5,0.5,1,2,2,2,1,1,4.74,5.41,12.32,2.02,1.76,0.86,0.86,0.04
10,0.9,0.5,0.5,1,2,2,2,1,1,4.5,5.31,12.62,1.99,1.34,0.77,0.77,0.04
