KBBASE_SIZE,FACT_PROB,NEG_PROB,DRULE_PROB,MAX_RULESPERHEAD,MAX_BODYSIZE,MIN_ARGSLEVEL,LEVELS,RAMIFICATION,TREE_HEIGHT,args,rules,base,mddl,t,b,h,times
10,0.5,0.5,0.5,1,2,2,2,1,1,4.58,5.41,12.2,2.04,1.66,0.81,0.81,0.04
10,0.5,0.5,0.6,1,2,2,2,1,1,5.07,5.64,12.35,2.36,1.9,0.92,0.92,0.04
10,0.5,0.5,0.7,1,2,2,2,1,1,5.44,5.8,12.5,2.53,2.09,0.95,0.96,0.04
10,0.5,0.5,0.8,1,2,2,2,1,1,5.7,5.94,12.39,2.87,2.27,0.99,1.0,0.04
10,0.5,0.5,0.9,1,2,2,2,1,1,5.86,5.98,12.23,3.22,2.33,0.99,0.99,0.04
