KBBASE_SIZE,FACT_PROB,NEG_PROB,DRULE_PROB,MAX_RULESPERHEAD,MAX_BODYSIZE,MIN_ARGSLEVEL,LEVELS,RAMIFICATION,TREE_HEIGHT,args,rules,base,mddl,t,b,h,times
10,0.5,0.5,0.5,1,2,2,2,1,1,4.89,5.47,12.28,2.18,1.72,0.92,0.92,0.04
10,0.5,0.5,0.5,1,2,2,3,1,1,6.76,7.65,13.13,2.27,2.08,0.88,0.89,0.04
10,0.5,0.5,0.5,1,2,2,4,1,1,8.59,9.66,13.97,2.48,2.4,0.88,0.89,0.05
10,0.5,0.5,0.5,1,2,2,5,1,1,10.71,11.65,14.7,2.6,2.51,0.91,0.92,0.05
