KBBASE_SIZE,FACT_PROB,NEG_PROB,DRULE_PROB,MAX_RULESPERHEAD,MAX_BODYSIZE,MIN_ARGSLEVEL,LEVELS,RAMIFICATION,TREE_HEIGHT,args,rules,base,mddl,t,b,h,times
10,0.5,0.5,0.5,1,2,2,2,1,1,4.81,5.54,12.29,2.09,1.7,0.88,0.88,0.03
10,0.5,0.6,0.5,1,2,2,2,1,1,4.66,5.34,12.25,2.06,1.4,0.82,0.82,0.03
10,0.5,0.7,0.5,1,2,2,2,1,1,4.67,5.41,12.14,2.09,1.77,0.84,0.84,0.03
10,0.5,0.8,0.5,1,2,2,2,1,1,4.76,5.53,12.24,2.03,1.64,0.87,0.88,0.03
10,0.5,0.9,0.5,1,2,2,2,1,1,4.98,5.48,12.29,2.13,1.75,0.9,0.91,0.03
