KBBASE_SIZE,FACT_PROB,NEG_PROB,DRULE_PROB,MAX_RULESPERHEAD,MAX_BODYSIZE,MIN_ARGSLEVEL,LEVELS,RAMIFICATION,TREE_HEIGHT,args,rules,base,mddl,t,b,h,times
10,0.5,0.5,0.5,1,2,2,2,1,1,4.52,5.42,12.22,2.12,1.48,0.82,0.82,0.03
10,0.5,0.5,0.5,1,3,2,2,1,1,4.92,5.54,12.64,2.44,1.99,0.9,0.91,0.03
10,0.5,0.5,0.5,1,4,2,2,1,1,4.94,5.45,13.0,2.76,1.76,0.87,0.87,0.03
10,0.5,0.5,0.5,1,5,2,2,1,1,5.13,5.6,13.3,3.1,2.08,0.92,0.93,0.03
