KBBASE_SIZE,FACT_PROB,NEG_PROB,DRULE_PROB,MAX_RULESPERHEAD,MAX_BODYSIZE,MIN_ARGSLEVEL,LEVELS,RAMIFICATION,TREE_HEIGHT,args,rules,base,mddl,t,b,h,times
10,0.5,0.5,0.5,1,2,2,2,1,1,4.68,5.44,12.21,2.08,1.7,0.89,0.89,0.03
10,0.5,0.5,0.5,1,2,2,2,1,2,5.97,6.72,13.6,2.37,2.38,0.85,1.26,0.03
10,0.5,0.5,0.5,1,2,2,2,1,3,7.4,8.38,15.08,2.98,3.88,0.83,1.68,0.04
