KBBASE_SIZE,FACT_PROB,NEG_PROB,DRULE_PROB,MAX_RULESPERHEAD,MAX_BODYSIZE,MIN_ARGSLEVEL,LEVELS,RAMIFICATION,TREE_HEIGHT,args,rules,base,mddl,t,b,h,times
10,0.5,0.5,0.5,1,2,2,2,1,1,4.7,5.48,12.23,2.03,1.82,0.89,0.89,0.03
10,0.5,0.5,0.5,2,2,2,2,1,1,8.93,7.99,12.66,2.15,4.46,1.06,1.26,0.05
