KBBASE_SIZE,FACT_PROB,NEG_PROB,DRULE_PROB,MAX_RULESPERHEAD,MAX_BODYSIZE,MIN_ARGSLEVEL,LEVELS,RAMIFICATION,TREE_HEIGHT,args,rules,base,mddl,t,b,h,times
10,0.5,0.5,0.5,1,2,2,2,1,1,4.51,5.26,11.93,1.98,1.38,0.78,0.79,0.03
10,0.5,0.5,0.5,1,2,2,3,1,1,6.91,7.58,13.21,2.23,2.11,0.89,0.89,0.03
10,0.5,0.5,0.5,1,2,2,4,1,1,8.41,9.6,13.91,2.47,2.13,0.9,0.9,0.04
