KBBASE_SIZE,FACT_PROB,NEG_PROB,DRULE_PROB,MAX_RULESPERHEAD,MAX_BODYSIZE,MIN_ARGSLEVEL,LEVELS,RAMIFICATION,TREE_HEIGHT,args,rules,base,mddl,t,b,h,times
10,0.5,0.5,0.5,1,2,2,2,1,1,4.68,5.39,12.25,2.09,1.64,0.86,0.86,0.03
10,0.5,0.5,0.5,1,2,2,2,2,1,5.85,6.9,13.54,2.26,2.35,0.91,1.01,0.03
