KBBASE_SIZE,FACT_PROB,NEG_PROB,DRULE_PROB,MAX_RULESPERHEAD,MAX_BODYSIZE,MIN_ARGSLEVEL,LEVELS,RAMIFICATION,TREE_HEIGHT,args,rules,base,mddl,t,b,h,times
10,0.5,0.5,0.5,1,2,1,2,1,1,2.39,2.71,11.27,2.01,0.8,0.62,0.62,0.03
10,0.5,0.5,0.5,1,2,2,2,1,1,4.68,5.34,12.17,2.06,1.6,0.85,0.85,0.03
