KBBASE_SIZE,FACT_PROB,NEG_PROB,DRULE_PROB,MAX_RULESPERHEAD,MAX_BODYSIZE,MIN_ARGSLEVEL,LEVELS,RAMIFICATION,TREE_HEIGHT,base,rules,args,mddl,t,b,h,times
50,0.7,0.7,0.7,2,3,2,3,2,1,57.82,14.97,27.2,4.26,19.08,9.37,2.53,56.93
50,0.7,0.7,0.7,2,3,2,3,2,2,64.71,21.71,28.05,4.1,19.13,23.97,3.94,183.91
50,0.7,0.7,0.7,2,3,2,3,2,3,75.6,32.54,29.47,3.56,24.29,31.52,4.33,337.25
