KBBASE_SIZE,FACT_PROB,NEG_PROB,DRULE_PROB,MAX_RULESPERHEAD,MAX_BODYSIZE,MIN_ARGSLEVEL,LEVELS,RAMIFICATION,TREE_HEIGHT,base,rules,args,mddl,t,b,h,times
50,0.7,0.7,0.7,2,2,2,3,2,2,64.25,21.75,26.58,3.35,19.76,54.23,4.71,190.21
50,0.7,0.7,0.7,2,3,2,3,2,2,65.94,23.3,26.55,3.52,19.85,40.07,4.69,317.06
50,0.7,0.7,0.7,2,4,2,3,2,2,67.33,23.26,23.3,3.8,17.06,15.78,3.96,314.9
50,0.7,0.7,0.7,2,5,2,3,2,2,67.5,22.41,24.38,4.3,17.46,29.84,3.59,367.73
