KBBASE_SIZE,FACT_PROB,NEG_PROB,DRULE_PROB,MAX_RULESPERHEAD,MAX_BODYSIZE,MIN_ARGSLEVEL,LEVELS,RAMIFICATION,TREE_HEIGHT,args,rules,base,mddl,t,b,h,times
50,0.7,0.7,0.5,1,3,1,3,1,2,3.81,4.38,53.29,2.79,1.12,0.59,0.83,0.06
50,0.7,0.7,0.6,1,3,1,3,1,2,4.25,4.52,53.3,3.02,1.36,0.75,1.03,0.06
50,0.7,0.7,0.7,1,3,1,3,1,2,4.59,4.78,53.31,3.52,1.54,0.86,1.17,0.06
50,0.7,0.7,0.8,1,3,1,3,1,2,4.89,4.94,53.46,4.24,1.76,0.96,1.34,0.06
50,0.7,0.7,0.9,1,3,1,3,1,2,4.94,5.0,53.33,4.54,1.87,0.98,1.4,0.06
