KBBASE_SIZE,FACT_PROB,NEG_PROB,DRULE_PROB,MAX_RULESPERHEAD,MAX_BODYSIZE,MIN_ARGSLEVEL,LEVELS,RAMIFICATION,TREE_HEIGHT,args,rules,base,mddl,t,b,h,times
50,0.7,0.7,0.7,1,2,1,3,1,2,4.51,4.76,53.19,2.89,1.53,0.78,1.14,0.05
50,0.7,0.7,0.7,1,3,1,3,1,2,4.69,4.88,53.53,3.59,1.64,0.85,1.21,0.06
50,0.7,0.7,0.7,1,4,1,3,1,2,4.74,4.82,54.01,4.26,1.64,0.9,1.25,0.06
50,0.7,0.7,0.7,1,5,1,3,1,2,4.78,4.9,54.38,4.87,1.73,0.93,1.28,0.07
