KBBASE_SIZE,FACT_PROB,NEG_PROB,DRULE_PROB,MAX_RULESPERHEAD,MAX_BODYSIZE,MIN_ARGSLEVEL,LEVELS,RAMIFICATION,TREE_HEIGHT,args,rules,base,mddl,t,b,h,times
50,0.7,0.7,0.7,1,3,1,3,1,2,4.68,4.88,53.5,3.7,1.66,0.86,1.22,0.06
50,0.7,0.7,0.7,1,3,1,3,2,2,7.12,7.33,55.96,4.0,4.79,1.14,2.45,0.09
