KBBASE_SIZE,FACT_PROB,NEG_PROB,DRULE_PROB,MAX_RULESPERHEAD,MAX_BODYSIZE,MIN_ARGSLEVEL,LEVELS,RAMIFICATION,TREE_HEIGHT,args,rules,base,mddl,t,b,h,times
50,0.7,0.5,0.7,1,3,1,3,1,2,4.63,4.78,53.47,3.74,1.63,0.9,1.23,0.05
50,0.7,0.6,0.7,1,3,1,3,1,2,4.6,4.78,53.3,3.79,1.56,0.84,1.16,0.05
50,0.7,0.7,0.7,1,3,1,3,1,2,4.67,4.8,53.46,3.5,1.69,0.92,1.27,0.06
50,0.7,0.8,0.7,1,3,1,3,1,2,4.59,4.84,53.48,3.55,1.55,0.83,1.16,0.05
50,0.7,0.9,0.7,1,3,1,3,1,2,4.59,4.82,53.51,3.62,1.49,0.82,1.14,0.06
