KBBASE_SIZE,FACT_PROB,NEG_PROB,DRULE_PROB,MAX_RULESPERHEAD,MAX_BODYSIZE,MIN_ARGSLEVEL,LEVELS,RAMIFICATION,TREE_HEIGHT,args,rules,base,mddl,t,b,h,times
50,0.5,0.7,0.7,1,3,1,3,1,2,4.6,4.84,53.49,3.49,1.61,0.89,1.2,0.05
50,0.6,0.7,0.7,1,3,1,3,1,2,4.59,4.76,53.37,3.57,1.6,0.87,1.2,0.05
50,0.7,0.7,0.7,1,3,1,3,1,2,4.61,4.76,53.56,3.73,1.65,0.87,1.23,0.05
50,0.8,0.7,0.7,1,3,1,3,1,2,4.68,4.82,53.42,3.36,1.67,0.89,1.25,0.05
50,0.9,0.7,0.7,1,3,1,3,1,2,4.61,4.78,53.6,3.48,1.72,0.92,1.26,0.05
